19,22,15,10,8,8,19,23,28,20,24,23,28,16,21,11,29,23,28,24,22,24,27,24,27,6,6,8,5,7,0,20,19,23,19,15,12,14,13,8,16,15,18,19,13,13,14,14,12,12,15,13,18,21,63,24,26,29,29,37,38,45,44,30,34,35,38,29,32,6,5,5,4,3,27,26,25,21,19,18,17,23,28,22,22,20,20,40
25,26,24,19,14,15,18,17,22,16,16,13,13,12,10,11,14,3,8,10,8,4,5,7,8,22,16,15,18,16,20,0,2,6,5,27,24,26,22,28,6,7,4,10,16,11,9,18,24,20,19,23,20,20,20,19,18,19,19,17,18,20,18,4,8,14,13,12,10,24,27,26,26,28,11,7,6,8,32,35,34,12,1,10,15,9,16,25
28,24,23,17,12,14,17,16,24,16,14,11,11,11,9,7,14,2,7,8,6,3,5,9,10,20,15,14,17,15,19,2,0,3,3,11,25,26,23,29,6,10,4,10,16,10,8,16,23,19,18,24,19,17,19,18,16,16,15,16,17,18,17,3,7,13,11,10,13,23,26,25,25,27,9,6,5,7,29,34,33,11,1,9,12,8,15,27
29,27,26,20,16,17,21,19,23,19,18,15,15,13,12,13,10,6,6,12,10,2,4,12,13,24,18,18,20,18,23,6,3,0,7,30,27,29,25,32,8,13,7,13,18,13,11,20,27,23,22,28,23,21,23,22,19,17,18,18,17,16,15,4,6,20,10,14,17,27,29,29,29,31,14,10,9,11,33,38,37,15,5,13,16,12,19,24
24,24,22,17,12,13,17,16,17,12,14,10,10,10,8,30,12,1,8,8,5,5,7,10,11,20,15,14,17,14,19,5,3,7,0,24,21,23,23,27,8,9,1,12,12,12,9,19,26,21,21,21,17,15,17,16,13,14,14,17,15,17,20,3,10,19,15,13,16,26,27,28,28,30,6,3,7,10,27,32,31,12,5,11,10,11,13,26
5,27,23,20,15,16,17,20,25,17,21,22,24,15,19,29,28,23,27,23,21,27,29,29,28,11,16,17,15,16,15,27,11,30,24,0,5,1,6,3,24,23,26,28,14,19,21,23,23,22,24,14,20,23,23,26,28,31,31,38,40,42,43,36,42,43,46,37,39,18,18,18,18,15,29,34,31,32,10,10,1,27,36,32,23,26,22,39
3,25,21,19,12,13,13,17,18,14,18,19,21,12,16,26,25,20,24,20,18,24,26,25,25,8,13,13,12,13,12,24,25,27,21,5,0,5,1,10,20,19,24,23,10,14,16,18,25,17,20,9,14,18,18,20,22,25,25,33,34,36,37,30,36,37,40,32,34,25,20,20,21,23,24,28,25,24,4,9,8,22,30,24,18,20,16,32
4,26,22,19,13,15,15,18,20,16,20,21,23,13,18,28,26,21,25,22,20,26,28,27,27,10,15,15,14,15,14,26,26,29,23,1,5,0,7,4,26,24,28,27,14,19,21,24,24,23,26,17,22,25,26,28,30,33,33,41,41,44,45,38,44,45,48,39,42,18,21,22,19,15,32,36,28,32,12,3,1,30,38,32,26,28,24,32
4,26,21,16,11,11,15,18,19,13,19,20,20,13,15,25,24,18,23,19,17,23,26,26,28,9,15,12,14,12,13,22,23,25,23,6,1,7,0,9,19,17,22,21,8,13,14,16,23,15,18,7,12,16,16,18,20,23,23,31,32,34,35,28,34,35,38,29,32,23,18,18,19,21,22,26,23,22,2,7,6,20,28,22,16,18,14,30
13,26,19,15,12,10,20,22,25,20,23,25,27,18,22,32,29,25,30,25,24,28,30,29,30,9,11,13,8,12,8,28,29,32,27,3,10,4,9,0,23,22,26,26,14,18,20,21,20,19,22,20,25,28,29,31,33,36,36,44,45,47,52,38,42,43,46,38,40,14,15,15,15,11,35,34,33,29,15,18,16,31,36,31,29,28,27,40
26,20,17,14,9,10,14,15,15,13,15,13,14,9,8,15,16,6,11,11,9,8,9,8,9,17,11,9,12,10,16,6,6,8,8,24,20,26,19,23,0,4,8,4,9,4,2,10,16,12,11,15,11,10,12,13,15,18,18,26,28,29,27,14,18,17,20,11,13,16,18,18,18,20,8,10,11,6,22,27,25,4,12,3,5,1,8,31
23,18,16,12,7,9,12,12,13,12,16,13,16,8,12,19,19,10,15,14,12,12,13,13,14,18,13,11,14,9,15,7,10,13,9,23,19,24,17,22,4,0,4,4,10,3,1,9,16,11,11,14,10,9,11,12,15,17,17,23,25,26,24,11,15,16,19,10,12,16,17,20,18,20,7,7,5,2,21,26,25,1,9,2,4,1,7,30
31,24,20,16,11,13,16,15,17,14,13,11,13,9,7,13,14,2,9,9,8,7,7,9,10,19,14,12,14,13,18,4,4,7,1,26,24,28,22,26,8,4,0,13,14,13,11,17,23,19,18,24,20,18,20,19,16,16,15,18,19,20,18,5,9,16,13,11,13,11,25,25,25,27,9,1,5,7,31,36,34,11,3,9,13,8,15,27
25,24,19,16,10,12,16,16,17,16,20,17,18,11,12,18,20,10,15,15,13,11,15,7,9,19,13,12,16,12,19,10,10,13,12,28,23,27,21,26,4,4,13,0,12,7,4,14,20,15,15,19,15,14,16,17,19,22,21,28,29,31,28,17,17,15,18,12,12,20,22,22,22,24,11,11,10,6,26,31,31,8,13,4,9,5,12,33
14,25,21,18,12,13,5,8,5,7,10,12,13,6,10,20,18,13,18,15,11,16,17,17,18,12,12,12,13,11,13,16,16,18,12,14,10,14,8,14,9,10,14,12,0,11,9,18,25,17,20,6,2,5,5,7,10,12,12,21,22,24,24,17,23,25,28,19,21,25,19,20,20,22,11,15,13,11,14,23,21,9,17,10,5,9,4,25
17,17,14,11,7,8,10,13,12,16,16,17,18,11,12,19,20,10,16,16,13,11,13,12,13,14,9,8,11,8,13,11,10,13,12,19,14,19,13,18,4,3,13,7,11,0,2,12,19,14,14,17,13,12,14,15,18,20,20,29,30,31,30,16,20,22,24,16,18,19,20,21,21,22,10,12,12,8,24,29,27,6,15,8,7,2,10,31
19,18,15,12,8,9,12,13,10,12,16,14,16,8,9,16,17,7,14,14,11,9,10,10,11,15,10,9,12,10,14,9,8,11,9,21,16,21,14,20,2,1,11,4,9,2,0,13,20,16,15,19,15,14,16,17,19,22,21,28,29,30,28,15,17,15,18,12,12,20,22,22,22,24,12,11,10,6,28,33,31,8,13,4,9,5,12,32
12,13,14,4,8,11,16,20,15,19,22,25,25,18,23,31,34,17,24,28,25,19,22,22,23,12,10,10,14,8,14,18,16,20,19,23,18,24,16,21,10,9,17,14,18,12,13,0,8,8,3,13,19,23,22,25,28,30,30,36,38,39,37,24,28,29,32,23,25,8,10,10,10,12,20,20,25,15,20,25,23,16,22,15,18,14,21,37
14,12,1,10,4,7,23,26,22,25,28,31,32,24,29,37,40,24,30,35,31,26,28,29,30,11,6,6,10,7,12,24,23,27,26,23,25,24,23,20,16,16,23,20,25,19,20,8,0,16,16,22,27,31,31,33,36,39,39,45,46,47,46,32,36,37,40,32,34,8,13,13,13,12,29,28,27,23,28,33,32,25,30,23,26,22,29,42
12,20,16,2,7,10,15,18,14,18,19,23,24,16,20,33,31,19,26,25,22,21,24,24,25,10,9,9,12,4,12,20,19,23,21,22,17,23,15,19,12,11,19,15,17,14,16,8,16,0,6,6,11,15,15,17,20,22,22,30,31,33,34,22,26,28,30,22,24,11,8,9,9,11,19,18,17,14,13,18,16,15,21,14,15,12,14,32
12,16,16,5,10,12,18,21,17,20,23,26,27,19,24,32,35,19,25,30,26,21,23,24,25,13,12,11,15,10,15,19,18,22,21,24,20,26,18,22,11,11,18,15,20,14,15,3,16,6,0,10,16,19,19,22,25,28,27,34,35,36,34,21,25,26,29,20,23,5,7,7,7,9,17,17,22,12,17,22,21,14,19,12,15,11,18,38
6,26,22,5,12,15,5,11,7,10,12,15,16,11,17,26,24,22,23,19,18,27,29,30,31,11,12,14,15,10,13,23,24,28,21,14,9,17,7,20,15,14,24,19,6,17,19,13,22,6,10,0,6,10,9,11,14,16,16,24,25,27,28,22,28,29,32,24,26,17,12,13,13,15,16,21,18,16,11,16,14,14,23,16,10,13,9,28
9,31,27,10,18,21,1,6,6,6,7,11,12,7,11,21,20,18,19,14,13,22,24,25,26,16,17,19,20,15,18,20,19,23,17,20,14,22,12,25,11,10,20,15,2,13,15,19,27,11,16,6,0,4,4,6,8,11,11,19,20,22,23,23,31,32,35,26,28,24,19,19,19,21,18,23,6,17,17,22,20,15,25,17,11,16,10,27
11,35,31,14,22,25,6,2,3,1,3,7,7,6,8,17,15,16,15,10,10,20,22,23,24,19,21,23,23,18,21,20,17,21,15,23,18,25,16,28,10,9,18,14,5,12,14,23,31,15,19,10,4,0,3,5,8,10,10,18,19,21,22,19,25,26,29,20,23,24,19,20,20,22,13,17,5,12,18,23,21,11,19,13,7,11,5,23
11,35,31,14,21,24,5,1,3,5,5,10,10,7,11,20,18,18,18,13,13,22,24,25,26,20,21,23,24,19,63,20,19,23,17,23,18,26,16,29,12,11,20,16,5,14,16,22,31,15,19,9,4,3,0,2,5,7,7,15,16,18,19,20,27,28,31,21,25,25,20,20,20,23,15,19,16,13,18,23,22,11,21,13,7,12,6,23
12,37,33,16,24,26,7,4,5,2,1,10,11,6,11,20,19,17,18,13,13,20,23,23,25,22,23,25,26,21,24,19,18,22,16,26,20,28,18,31,13,12,19,17,7,15,17,25,33,17,22,11,6,5,2,0,2,5,5,13,14,16,17,17,25,26,29,20,22,33,27,28,28,30,13,17,14,17,26,27,29,17,19,19,12,18,11,23
13,40,36,19,26,29,10,6,7,4,3,2,3,7,4,13,11,14,11,6,6,18,20,21,22,24,29,28,32,23,26,18,16,19,13,28,22,30,20,33,15,15,16,19,10,18,19,28,36,20,25,14,8,8,5,2,0,2,3,10,12,13,15,15,22,25,26,19,21,32,26,26,26,29,11,16,13,16,24,29,28,15,16,18,11,17,10,20
16,43,39,21,29,32,12,9,10,6,6,2,3,10,4,13,11,4,10,5,5,15,18,24,25,27,31,31,35,26,29,19,16,17,14,31,25,33,23,36,18,17,16,22,12,20,22,30,39,22,28,16,11,10,7,5,2,0,4,12,13,15,16,15,21,22,25,17,19,29,23,23,24,26,9,13,10,13,23,26,25,13,15,15,9,13,7,20
15,43,39,21,29,32,12,9,10,6,6,2,1,9,3,11,9,13,9,4,5,13,17,24,25,27,31,31,35,26,29,19,15,18,14,31,25,33,23,36,18,17,15,21,12,20,21,30,39,22,27,16,11,10,7,5,3,4,0,8,9,11,12,12,19,27,24,21,24,33,27,28,28,30,14,14,15,18,26,31,29,17,14,20,13,19,12,18
20,49,45,34,35,38,20,16,18,14,14,10,9,17,11,5,4,16,8,9,15,13,16,27,28,35,37,37,41,38,37,17,16,18,17,38,33,41,31,44,26,23,18,28,21,29,28,36,45,30,34,24,19,18,15,13,10,12,8,0,1,3,4,17,19,29,21,26,26,38,32,32,32,34,18,18,20,22,30,35,33,21,16,25,17,23,16,18
20,50,46,35,37,40,21,18,19,16,15,11,10,19,12,5,1,17,10,10,16,14,18,26,27,36,35,38,42,39,38,18,17,17,15,40,34,41,32,45,28,25,19,29,22,30,29,38,46,31,35,25,20,19,16,14,12,13,9,1,0,2,3,11,17,28,20,25,24,40,33,34,34,36,20,20,18,24,32,37,35,23,19,26,19,25,18,19
21,51,47,37,38,41,23,20,21,17,17,13,12,20,14,4,2,21,11,12,18,16,19,25,26,38,40,39,43,40,45,20,18,16,17,42,36,44,34,47,29,26,20,31,24,31,30,39,47,33,36,27,22,21,18,16,13,15,11,3,2,0,1,16,16,26,18,23,23,39,34,34,34,43,20,20,20,23,32,37,36,24,17,25,20,24,18,18
22,50,46,35,36,39,24,21,22,18,18,14,13,21,15,2,3,19,12,13,19,14,17,24,25,43,38,38,42,39,44,18,17,15,20,43,37,45,35,52,27,24,18,28,24,30,28,37,46,34,34,28,23,22,19,17,15,16,12,4,3,1,0,15,15,25,17,22,22,38,35,35,40,42,21,21,19,22,33,38,37,25,16,24,21,23,19,17
18,36,32,21,23,25,21,21,22,19,18,15,14,15,15,14,12,2,6,13,10,1,5,15,17,29,25,24,28,25,30,4,3,4,3,36,30,38,28,38,14,11,5,17,17,16,15,24,32,22,21,22,23,19,20,17,15,15,12,17,11,16,15,0,6,19,10,13,15,26,27,27,27,29,9,6,7,10,31,36,34,16,4,15,13,11,17,26
38,40,36,25,27,29,27,28,26,22,26,22,21,21,21,14,18,9,10,20,17,5,1,9,4,33,29,28,32,29,34,8,7,6,10,42,36,44,34,42,18,15,9,17,23,20,17,28,36,26,25,28,31,25,27,25,22,21,19,19,17,16,15,6,0,12,4,9,9,30,31,31,31,33,16,12,11,14,35,40,39,18,8,18,18,15,22,28
40,41,37,27,28,31,29,30,27,23,27,24,25,22,22,25,28,11,17,28,25,12,13,7,8,35,30,30,33,30,35,14,13,20,19,43,37,45,35,43,17,16,16,15,25,22,15,29,37,28,26,29,32,26,28,26,25,22,27,29,28,26,25,19,12,0,3,8,7,32,33,34,34,35,18,14,26,16,38,43,41,20,10,16,21,17,24,37
42,44,40,30,31,34,31,33,30,26,30,26,25,25,25,17,21,14,14,25,21,9,5,10,1,38,33,32,36,33,38,13,11,10,15,46,40,48,38,46,20,19,13,18,28,24,18,32,40,30,29,32,35,29,31,29,26,25,24,21,20,18,17,10,4,3,0,5,4,29,31,31,31,33,14,14,24,13,35,41,39,17,10,13,18,14,22,30
34,36,32,20,22,24,22,23,13,12,20,19,20,16,17,22,26,12,18,22,19,13,10,5,5,28,24,24,27,25,29,12,10,14,13,37,32,39,29,38,11,10,11,12,19,16,12,23,32,22,20,24,26,20,21,20,19,17,21,26,25,23,22,13,9,8,5,0,4,25,27,27,27,29,10,9,20,9,31,36,34,13,12,9,14,10,17,33
36,38,34,23,24,27,25,26,24,20,23,21,22,19,19,21,25,9,14,25,24,9,10,4,4,31,26,26,30,27,32,10,13,17,16,39,34,42,32,40,13,12,13,12,21,18,12,25,34,24,23,26,28,23,25,22,21,19,24,26,24,23,22,15,9,7,4,4,0,32,33,34,34,36,18,14,26,16,38,43,41,20,8,19,21,17,24,34
23,21,8,10,5,2,23,26,22,27,27,31,32,24,29,38,40,24,31,35,32,26,28,29,30,11,7,1,4,7,6,24,23,27,26,18,25,18,23,14,16,16,11,20,25,19,20,8,8,11,5,17,24,24,25,33,32,29,33,38,40,39,38,26,30,32,29,25,32,0,6,6,6,6,24,4,1,16,21,26,25,18,23,16,19,15,22,42
15,22,13,7,6,6,18,21,17,21,22,26,27,19,23,35,34,27,33,28,25,29,32,32,33,4,2,5,5,3,5,27,26,29,27,18,20,21,18,15,18,17,25,22,19,20,22,10,13,8,7,12,19,19,20,27,26,23,27,32,33,34,35,27,31,33,31,27,33,6,0,1,4,3,22,22,20,17,20,24,23,18,24,15,19,16,22,35
15,23,13,8,6,7,18,22,17,21,22,26,27,19,24,36,34,28,33,29,25,29,32,33,34,4,3,6,5,4,5,26,25,29,28,18,20,22,18,15,18,20,25,22,20,21,22,10,13,9,7,13,19,20,20,28,26,23,28,32,34,34,35,27,31,34,31,27,34,6,1,0,3,2,22,21,20,16,19,23,22,18,23,17,19,15,22,35
15,23,13,8,6,7,18,22,17,21,22,26,27,20,24,39,34,26,32,29,25,28,30,31,32,4,3,6,5,4,4,26,25,29,28,18,21,19,19,15,18,18,25,22,20,21,22,10,13,9,7,13,19,20,20,28,26,24,28,32,34,34,40,27,31,34,31,27,34,6,4,3,0,2,22,21,20,16,19,24,23,18,23,17,19,3,22,35
18,22,12,10,8,6,20,24,20,23,25,29,29,22,26,41,36,28,34,31,28,30,32,33,34,7,2,6,1,6,3,28,27,31,30,15,23,15,21,11,20,20,27,24,22,22,24,12,12,11,9,15,21,22,23,30,29,26,30,34,36,43,42,29,33,35,33,29,36,6,3,2,2,0,25,25,24,20,20,25,23,21,27,20,23,19,21,37
26,33,29,18,19,22,15,16,14,10,14,12,12,9,9,22,20,7,15,15,11,10,15,14,15,26,21,21,25,22,27,11,9,14,6,29,24,32,22,35,8,7,9,11,11,10,12,20,29,19,17,16,18,13,15,13,11,9,14,18,20,20,21,9,16,18,14,10,18,24,22,22,22,25,0,4,13,4,25,30,28,7,6,6,7,5,11,27
30,32,28,18,19,22,19,21,18,14,18,16,16,13,13,20,20,4,12,15,11,7,11,13,14,25,21,20,24,21,26,7,6,10,3,34,28,36,26,34,10,7,1,11,15,12,11,20,28,18,17,21,23,17,19,17,16,13,14,18,20,20,21,6,12,14,14,9,14,4,22,21,21,25,4,0,7,9,30,35,33,15,5,12,12,10,16,27
28,31,27,16,17,20,17,18,15,11,14,13,13,10,11,19,22,5,12,16,13,7,10,10,11,24,19,19,23,20,25,6,5,9,7,31,25,28,23,33,11,5,5,10,13,12,10,25,27,17,22,18,6,5,16,14,13,10,15,20,18,20,19,7,11,26,24,20,26,1,20,20,20,24,13,7,0,3,25,30,29,7,5,5,7,4,11,28
26,28,24,13,14,17,15,13,13,12,14,14,16,10,13,22,24,8,15,19,16,10,12,13,14,21,16,16,20,17,21,8,7,11,10,32,24,32,22,29,6,2,7,6,11,8,6,15,23,14,12,16,17,12,13,17,16,13,18,22,24,23,22,10,14,16,13,9,16,16,17,16,16,20,4,9,3,0,26,31,3,7,5,5,7,4,11,30
2,33,29,12,19,22,16,20,15,19,20,24,25,17,22,34,32,28,31,27,23,33,35,36,25,12,19,21,21,16,19,32,29,33,27,10,4,12,2,15,22,21,31,26,14,24,28,20,28,13,17,11,17,18,18,26,24,23,26,30,32,32,33,31,35,38,35,31,38,21,20,19,19,20,25,30,25,26,0,5,3,22,31,24,18,21,17,32
